Aqua,Dark_Blue,Turquoise,Light_Turquoise,Dark_Teal,Teal,Dark_Green,Green,Light_Green,Dark_Red,Red,Light_Red
#06B2D8,#020048,#50AFD5,#C1E5F0,#0494A3,#67C1C9,#005647,#00AB8D,#34FFDB,#6F0026,#DF004D,#FF538E
